datetime,open,high,low,close,volume
2016-09-27 00:00:00+0000,23.635,23.875,23.575,23.865,15146982.0
2016-09-28 00:00:00+0000,23.885,23.92,23.76,23.91,16507478.0
2016-09-29 00:00:00+0000,23.88,23.94,23.695,23.765,20096838.0
2016-09-30 00:00:00+0000,23.82,23.965,23.8,23.89,17141590.0
2016-10-03 00:00:00+0000,23.825,23.88,23.76,23.82,11876948.0
2016-10-04 00:00:00+0000,23.87,23.94,23.65,23.735,16136926.0
2016-10-05 00:00:00+0000,23.8,23.875,23.775,23.82,17099650.0
2016-10-06 00:00:00+0000,23.84,23.9,23.735,23.875,9616572.0
2016-10-07 00:00:00+0000,23.895,23.925,23.695,23.81,11664066.0
2016-10-10 00:00:00+0000,23.935,24.03,23.92,23.975,10707512.0
2016-10-11 00:00:00+0000,23.975,24.005,23.6,23.705,16466940.0
2016-10-12 00:00:00+0000,23.725,23.81,23.6,23.745,10669174.0
2016-10-13 00:00:00+0000,23.59,23.67,23.395,23.595,17753002.0
2016-10-14 00:00:00+0000,23.69,23.845,23.665,23.685,17492954.0
2016-10-17 00:00:00+0000,23.685,23.735,23.62,23.635,9687712.0
2016-10-18 00:00:00+0000,23.81,23.87,23.735,23.765,9329072.0
2016-10-19 00:00:00+0000,23.75,23.835,23.705,23.81,8886446.0
2016-10-20 00:00:00+0000,23.75,23.76,23.585,23.7,11463818.0
2016-10-21 00:00:00+0000,23.735,23.78,23.67,23.765,10808468.0
2016-10-24 00:00:00+0000,23.89,24.01,23.87,23.995,9959698.0
2016-10-25 00:00:00+0000,24.03,24.03,23.865,23.91,8131892.0
2016-10-26 00:00:00+0000,23.71,23.905,23.7,23.775,11622842.0
2016-10-27 00:00:00+0000,23.88,23.885,23.715,23.745,14894844.0
2016-10-28 00:00:00+0000,23.81,23.965,23.66,23.72,19830278.0
2016-10-31 00:00:00+0000,23.78,23.815,23.71,23.71,10792690.0
2016-11-01 00:00:00+0000,23.76,23.785,23.34,23.505,17074056.0
2016-11-02 00:00:00+0000,23.505,23.575,23.295,23.355,15498654.0
2016-11-03 00:00:00+0000,23.29,23.34,23.12,23.13,17719430.0
2016-11-04 00:00:00+0000,23.11,23.275,23.03,23.09,15666110.0
2016-11-07 00:00:00+0000,23.43,23.6,23.375,23.59,16312216.0
2016-11-08 00:00:00+0000,23.545,23.805,23.52,23.705,18492914.0
2016-11-09 00:00:00+0000,23.345,23.715,23.22,23.675,53133688.0
2016-11-10 00:00:00+0000,23.8,23.81,22.97,23.295,71236586.0
2016-11-11 00:00:00+0000,23.165,23.415,23.165,23.365,26802104.0
2016-11-14 00:00:00+0000,23.38,23.4,22.9,23.01,36861614.0
2016-11-15 00:00:00+0000,23.165,23.42,23.155,23.335,30028010.0
