date,side,entry_time,exit_time,entry,exit,pts,r_mult,regime,pnl,reason
2017-01-20,1,2017-01-19,2017-01-20,133.76,134.20000000000002,0.44000000000002615,22.000000000001307,bullish,42.000000000002615,bullish
2017-01-23,1,2017-01-20,2017-01-23,134.45,134.02,-0.4299999999999784,-21.49999999999892,bullish,-44.99999999999784,bullish
2017-01-24,1,2017-01-23,2017-01-24,133.89,134.33,0.44000000000002615,22.000000000001307,bullish,42.000000000002615,bullish
2017-01-25,1,2017-01-24,2017-01-25,135.94,137.05,1.1100000000000136,55.50000000000068,bullish,109.00000000000136,bullish
2017-01-26,1,2017-01-25,2017-01-26,137.22,137.33,0.11000000000001364,5.500000000000682,bullish,9.000000000001364,bullish
2017-01-27,1,2017-01-26,2017-01-27,136.67,136.76000000000002,0.09000000000003183,4.500000000001592,bullish,7.000000000003183,bullish
2017-01-30,1,2017-01-27,2017-01-30,136.2,135.22,-0.9799999999999898,-48.99999999999949,bullish,-99.99999999999898,bullish
2017-02-01,1,2017-01-31,2017-02-01,135.23999999999998,136.22,0.9800000000000182,49.00000000000091,bullish,96.00000000000182,bullish
2017-02-06,1,2017-02-03,2017-02-06,136.88,136.39000000000001,-0.4899999999999807,-24.499999999999034,bullish,-50.99999999999807,bullish
2017-02-07,1,2017-02-06,2017-02-07,135.85,135.81,-0.03999999999999204,-1.999999999999602,bullish,-5.999999999999204,bullish
2017-02-10,1,2017-02-09,2017-02-10,136.91,137.78,0.8700000000000045,43.50000000000023,bullish,85.00000000000045,bullish
2017-02-13,1,2017-02-10,2017-02-13,137.95,138.76000000000002,0.8100000000000307,40.500000000001535,bullish,79.00000000000307,bullish
2017-02-14,1,2017-02-13,2017-02-14,138.31,137.93,-0.37999999999999545,-18.999999999999773,bullish,-39.999999999999545,bullish
2017-02-15,1,2017-02-14,2017-02-15,138.76999999999998,138.18,-0.589999999999975,-29.49999999999875,bullish,-60.9999999999975,bullish
2017-02-16,1,2017-02-15,2017-02-16,139.6,139.45000000000002,-0.14999999999997726,-7.499999999998863,bullish,-16.999999999997726,bullish
2017-02-17,1,2017-02-16,2017-02-17,139.20999999999998,138.41,-0.799999999999983,-39.99999999999915,bullish,-81.9999999999983,bullish
2017-02-21,1,2017-02-17,2017-02-21,139.12,139.36,0.2400000000000091,12.000000000000455,bullish,22.00000000000091,bullish
2017-02-22,1,2017-02-21,2017-02-22,140.20999999999998,139.99,-0.21999999999997044,-10.999999999998522,bullish,-23.999999999997044,bullish
2017-02-23,1,2017-02-22,2017-02-23,139.59,139.95000000000002,0.36000000000001364,18.000000000000682,bullish,34.000000000001364,bullish
2017-02-24,1,2017-02-23,2017-02-24,138.76,137.47,-1.289999999999992,-64.4999999999996,bullish,-130.9999999999992,bullish
2017-02-27,1,2017-02-24,2017-02-27,138.66,138.33,-0.3299999999999841,-16.499999999999204,bullish,-34.99999999999841,bullish
2017-02-28,1,2017-02-27,2017-02-28,140.01,139.37,-0.6399999999999864,-31.999999999999318,bullish,-65.99999999999864,bullish
2017-03-01,1,2017-02-28,2017-03-01,137.85,139.64000000000001,1.7900000000000205,89.50000000000102,bullish,177.00000000000205,bullish
2017-03-02,1,2017-03-01,2017-03-02,140.37,140.32000000000002,-0.04999999999998295,-2.4999999999991473,bullish,-6.999999999998295,bullish
2017-03-03,1,2017-03-02,2017-03-03,138.76,138.79000000000002,0.03000000000002956,1.500000000001478,bullish,1.0000000000029559,bullish
2017-03-06,1,2017-03-03,2017-03-06,138.66,137.77,-0.8899999999999864,-44.49999999999932,bullish,-90.99999999999864,bullish
2017-03-07,1,2017-03-06,2017-03-07,137.70999999999998,137.39000000000001,-0.31999999999996476,-15.999999999998238,bullish,-33.999999999996476,bullish
2017-03-08,1,2017-03-07,2017-03-08,136.81,137.27,0.46000000000000796,23.000000000000398,bullish,44.000000000000796,bullish
2017-03-09,1,2017-03-08,2017-03-09,135.91,135.81,-0.09999999999999432,-4.999999999999716,bullish,-11.999999999999432,bullish
2017-03-13,1,2017-03-10,2017-03-13,135.97,135.64000000000001,-0.3299999999999841,-16.499999999999204,bullish,-34.99999999999841,bullish
2017-03-14,1,2017-03-13,2017-03-14,136.29,135.74,-0.549999999999983,-27.499999999999147,bullish,-56.999999999998295,bullish
2017-03-15,1,2017-03-14,2017-03-15,135.64,136.28,0.6400000000000148,32.00000000000074,bullish,62.00000000000148,bullish
2017-03-16,1,2017-03-15,2017-03-16,137.73999999999998,138.21,0.4700000000000273,23.500000000001364,bullish,45.00000000000273,bullish
2017-03-17,1,2017-03-16,2017-03-17,137.92,138.13,0.21000000000000796,10.500000000000398,bullish,19.000000000000796,bullish
2017-03-20,1,2017-03-17,2017-03-20,138.47,138.27,-0.19999999999998863,-9.999999999999432,bullish,-21.999999999998863,bullish
2017-03-21,1,2017-03-20,2017-03-21,137.87,138.51000000000002,0.6400000000000148,32.00000000000074,bullish,62.00000000000148,bullish
2017-03-31,1,2017-03-30,2017-03-31,137.26999999999998,137.41,0.14000000000001478,7.000000000000739,bullish,12.000000000001478,bullish
2017-04-21,1,2017-04-20,2017-04-21,137.53,137.25,-0.28000000000000114,-14.000000000000057,bullish,-30.000000000000114,bullish
2017-04-24,1,2017-04-21,2017-04-24,137.22,139.07000000000002,1.8500000000000227,92.50000000000114,bullish,183.00000000000227,bullish
2017-04-25,1,2017-04-24,2017-04-25,138.92999999999998,140.23000000000002,1.3000000000000398,65.00000000000199,bullish,128.00000000000398,bullish
2017-04-26,1,2017-04-25,2017-04-26,140.28,140.17000000000002,-0.10999999999998522,-5.499999999999261,bullish,-12.999999999998522,bullish
2017-04-27,1,2017-04-26,2017-04-27,141.0,141.33,0.3300000000000125,16.500000000000625,bullish,31.00000000000125,bullish
2017-04-28,1,2017-04-27,2017-04-28,140.95999999999998,141.02,0.060000000000030695,3.0000000000015348,bullish,4.0000000000030695,bullish
2017-05-01,1,2017-04-28,2017-05-01,139.07,139.63,0.5600000000000023,28.000000000000114,bullish,54.00000000000023,bullish
2017-05-02,1,2017-05-01,2017-05-02,139.87,139.97,0.09999999999999432,4.999999999999716,bullish,7.999999999999432,bullish
2017-05-03,1,2017-05-02,2017-05-03,139.16,138.48000000000002,-0.6799999999999784,-33.99999999999892,bullish,-69.99999999999784,bullish
2017-05-04,1,2017-05-03,2017-05-04,138.29999999999998,138.52,0.22000000000002728,11.000000000001364,bullish,20.00000000000273,bullish
2017-05-05,1,2017-05-04,2017-05-05,138.10999999999999,138.68,0.5700000000000216,28.50000000000108,bullish,55.00000000000216,bullish
2017-05-08,1,2017-05-05,2017-05-08,139.0,138.65,-0.3499999999999943,-17.499999999999716,bullish,-36.99999999999943,bullish
2017-05-09,1,2017-05-08,2017-05-09,138.42,138.58,0.160000000000025,8.00000000000125,bullish,14.000000000002501,bullish
2017-05-10,1,2017-05-09,2017-05-10,138.35999999999999,138.03,-0.3299999999999841,-16.499999999999204,bullish,-34.99999999999841,bullish
2017-05-11,1,2017-05-10,2017-05-11,139.22,138.66,-0.5600000000000023,-28.000000000000114,bullish,-58.00000000000023,bullish
2017-05-12,1,2017-05-11,2017-05-12,138.25,137.70000000000002,-0.549999999999983,-27.499999999999147,bullish,-56.999999999998295,bullish
2017-05-15,1,2017-05-12,2017-05-15,137.51999999999998,137.97,0.45000000000001705,22.500000000000853,bullish,43.000000000001705,bullish
2017-05-16,1,2017-05-15,2017-05-16,138.59,138.96,0.37000000000000455,18.500000000000227,bullish,35.000000000000455,bullish
2017-05-17,1,2017-05-16,2017-05-17,138.64,136.32000000000002,-2.3199999999999648,-115.99999999999824,bullish,-233.99999999999648,bullish
2017-05-23,1,2017-05-22,2017-05-23,136.95999999999998,137.28,0.3200000000000216,16.00000000000108,bullish,30.00000000000216,bullish
2017-05-24,1,2017-05-23,2017-05-24,137.41,137.5,0.09000000000000341,4.5000000000001705,bullish,7.000000000000341,bullish
2017-05-25,1,2017-05-24,2017-05-25,137.5,138.13,0.6299999999999955,31.499999999999773,bullish,60.999999999999545,bullish
2017-05-26,1,2017-05-25,2017-05-26,137.59,137.37,-0.21999999999999886,-10.999999999999943,bullish,-23.999999999999886,bullish
2017-05-30,1,2017-05-26,2017-05-30,137.54999999999998,137.11,-0.4399999999999693,-21.999999999998465,bullish,-45.99999999999693,bullish
2017-06-02,1,2017-06-01,2017-06-02,138.95999999999998,139.44,0.4800000000000182,24.00000000000091,bullish,46.00000000000182,bullish
2017-06-05,1,2017-06-02,2017-06-05,139.85999999999999,139.95000000000002,0.09000000000003183,4.500000000001592,bullish,7.000000000003183,bullish
2017-06-06,1,2017-06-05,2017-06-06,138.98999999999998,138.09,-0.8999999999999773,-44.99999999999886,bullish,-91.99999999999773,bullish
2017-06-07,1,2017-06-06,2017-06-07,138.85999999999999,138.85000000000002,-0.009999999999962483,-0.49999999999812417,bullish,-2.9999999999962483,bullish
2017-06-08,1,2017-06-07,2017-06-08,138.98999999999998,138.97,-0.01999999999998181,-0.9999999999990905,bullish,-3.999999999998181,bullish
2017-06-09,1,2017-06-08,2017-06-09,140.89,141.45000000000002,0.5600000000000307,28.000000000001535,bullish,54.00000000000307,bullish
2017-06-12,1,2017-06-09,2017-06-12,141.62,141.65,0.030000000000001137,1.5000000000000568,bullish,1.0000000000001137,bullish
2017-06-13,1,2017-06-12,2017-06-13,141.39,141.79000000000002,0.4000000000000341,20.000000000001705,bullish,38.00000000000341,bullish
2017-06-14,1,2017-06-13,2017-06-14,142.10999999999999,142.02,-0.08999999999997499,-4.4999999999987494,bullish,-10.999999999997499,bullish
2017-06-15,1,2017-06-14,2017-06-15,141.26999999999998,139.69,-1.579999999999984,-78.9999999999992,bullish,-159.9999999999984,bullish
2017-06-16,1,2017-06-15,2017-06-16,140.54999999999998,140.02,-0.5299999999999727,-26.499999999998636,bullish,-54.99999999999727,bullish
2017-06-19,1,2017-06-16,2017-06-19,140.2,140.55,0.35000000000002274,17.500000000001137,bullish,33.000000000002274,bullish
2017-06-20,1,2017-06-19,2017-06-20,141.23999999999998,140.87,-0.3699999999999761,-18.499999999998806,bullish,-38.99999999999761,bullish
2017-06-21,1,2017-06-20,2017-06-21,139.81,140.04000000000002,0.2300000000000182,11.50000000000091,bullish,21.00000000000182,bullish
2017-06-22,1,2017-06-21,2017-06-22,139.45999999999998,139.36,-0.0999999999999659,-4.999999999998295,bullish,-11.99999999999659,bullish
2017-06-23,1,2017-06-22,2017-06-23,139.98999999999998,140.13,0.14000000000001478,7.000000000000739,bullish,12.000000000001478,bullish
2017-06-26,1,2017-06-23,2017-06-26,140.92,141.09,0.17000000000001592,8.500000000000796,bullish,15.000000000001592,bullish
2017-06-27,1,2017-06-26,2017-06-27,141.09,141.09,0.0,0.0,bullish,-2.0,bullish
2017-06-28,1,2017-06-27,2017-06-28,139.85,140.69,0.8400000000000034,42.00000000000017,bullish,82.00000000000034,bullish
2017-06-29,1,2017-06-28,2017-06-29,141.98999999999998,142.23000000000002,0.24000000000003752,12.000000000001876,bullish,22.00000000000375,bullish
2017-06-30,1,2017-06-29,2017-06-30,141.14999999999998,141.24,0.09000000000003183,4.500000000001592,bullish,7.000000000003183,bullish
2017-07-03,1,2017-06-30,2017-07-03,140.92999999999998,141.33,0.4000000000000341,20.000000000001705,bullish,38.00000000000341,bullish
2017-07-05,1,2017-07-03,2017-07-05,142.10999999999999,141.69,-0.4199999999999875,-20.999999999999375,bullish,-43.99999999999875,bullish
2017-07-06,1,2017-07-05,2017-07-06,141.6,139.92000000000002,-1.6799999999999784,-83.99999999999892,bullish,-169.99999999999784,bullish
2017-07-07,1,2017-07-06,2017-07-07,139.14999999999998,139.42000000000002,0.27000000000003865,13.500000000001933,bullish,25.000000000003865,bullish
2017-07-10,1,2017-07-07,2017-07-10,140.5,139.91,-0.5900000000000034,-29.50000000000017,bullish,-61.00000000000034,bullish
