date,side,entry_time,exit_time,entry,exit,pts,r_mult,pre_holiday,pnl,reason
2016-11-23,1,2016-11-23,2016-11-23,50.91,50.81,-0.09999999999999432,-4.999999999999716,True,-11.999999999999432,pre_holiday_only
2016-12-23,1,2016-12-23,2016-12-23,51.94,52.050000000000004,0.11000000000000654,5.500000000000327,True,9.000000000000654,pre_holiday_only
2016-12-30,1,2016-12-30,2016-12-30,51.989999999999995,51.7,-0.28999999999999204,-14.499999999999602,True,-30.999999999999204,pre_holiday_only
2017-01-13,1,2017-01-13,2017-01-13,51.5,51.510000000000005,0.010000000000005116,0.5000000000002558,True,-0.9999999999994884,pre_holiday_only
2017-02-17,1,2017-02-17,2017-02-17,54.04,54.45,0.4100000000000037,20.500000000000185,True,39.00000000000037,pre_holiday_only
2017-04-13,1,2017-04-13,2017-04-13,55.059999999999995,54.830000000000005,-0.22999999999998977,-11.499999999999488,True,-24.999999999998977,pre_holiday_only
2017-05-26,1,2017-05-26,2017-05-26,56.339999999999996,56.49,0.15000000000000568,7.500000000000284,True,13.000000000000568,pre_holiday_only
2017-07-03,1,2017-07-03,2017-07-03,54.989999999999995,54.88,-0.10999999999999233,-5.499999999999616,True,-12.999999999999233,pre_holiday_only
2017-09-01,1,2017-09-01,2017-09-01,54.83,54.96,0.13000000000000256,6.500000000000128,True,11.000000000000256,pre_holiday_only
2017-11-22,1,2017-11-22,2017-11-22,54.879999999999995,54.800000000000004,-0.07999999999999119,-3.9999999999995595,True,-9.999999999999119,pre_holiday_only
2017-12-22,1,2017-12-22,2017-12-22,56.87,56.86,-0.00999999999999801,-0.4999999999999005,True,-2.999999999999801,pre_holiday_only
2017-12-29,1,2017-12-29,2017-12-29,56.89,56.88,-0.00999999999999801,-0.4999999999999005,True,-2.999999999999801,pre_holiday_only
2018-01-12,1,2018-01-12,2018-01-12,56.73,56.64,-0.0899999999999963,-4.499999999999815,True,-10.99999999999963,pre_holiday_only
2018-02-16,1,2018-02-16,2018-02-16,55.41,55.59,0.18000000000000682,9.000000000000341,True,16.000000000000682,pre_holiday_only
2018-03-29,1,2018-03-29,2018-03-29,52.489999999999995,52.620000000000005,0.13000000000000966,6.500000000000483,True,11.000000000000966,pre_holiday_only
2018-05-25,1,2018-05-25,2018-05-25,49.82,49.870000000000005,0.05000000000000426,2.500000000000213,True,3.0000000000004263,pre_holiday_only
2018-07-03,1,2018-07-03,2018-07-03,51.44,51.34,-0.09999999999999432,-4.999999999999716,True,-11.999999999999432,pre_holiday_only
2018-08-31,1,2018-08-31,2018-08-31,53.809999999999995,53.77,-0.03999999999999204,-1.999999999999602,True,-5.999999999999204,pre_holiday_only
2018-11-21,1,2018-11-21,2018-11-21,55.23,54.59,-0.6399999999999935,-31.999999999999673,True,-65.99999999999935,pre_holiday_only
2018-12-04,1,2018-12-04,2018-12-04,56.419999999999995,55.35,-1.0699999999999932,-53.49999999999966,True,-108.99999999999932,pre_holiday_only
2018-12-24,1,2018-12-24,2018-12-24,50.059999999999995,48.72,-1.3399999999999963,-66.99999999999982,True,-135.99999999999963,pre_holiday_only
2018-12-31,1,2018-12-31,2018-12-31,50.71,50.77,0.060000000000002274,3.0000000000001137,True,4.000000000000227,pre_holiday_only
2019-01-18,1,2019-01-18,2019-01-18,52.14,52.440000000000005,0.30000000000000426,15.000000000000213,True,28.000000000000426,pre_holiday_only
2019-02-15,1,2019-02-15,2019-02-15,54.11,54.34,0.23000000000000398,11.500000000000199,True,21.000000000000398,pre_holiday_only
2019-04-18,1,2019-04-18,2019-04-18,57.059999999999995,56.86,-0.19999999999999574,-9.999999999999787,True,-21.999999999999574,pre_holiday_only
2019-05-24,1,2019-05-24,2019-05-24,57.85,57.510000000000005,-0.3399999999999963,-16.999999999999815,True,-35.99999999999963,pre_holiday_only
2019-07-03,1,2019-07-03,2019-07-03,59.019999999999996,59.65,0.6300000000000026,31.500000000000128,True,61.000000000000256,pre_holiday_only
2019-08-30,1,2019-08-30,2019-08-30,61.01,60.71,-0.29999999999999716,-14.999999999999858,True,-31.999999999999716,pre_holiday_only
2019-11-27,1,2019-11-27,2019-11-27,62.019999999999996,62.010000000000005,-0.009999999999990905,-0.49999999999954525,True,-2.9999999999990905,pre_holiday_only
2019-12-24,1,2019-12-24,2019-12-24,62.91,62.9,-0.00999999999999801,-0.4999999999999005,True,-2.999999999999801,pre_holiday_only
2019-12-31,1,2019-12-31,2019-12-31,62.8,62.97,0.1700000000000017,8.500000000000085,True,15.00000000000017,pre_holiday_only
2020-01-17,1,2020-01-17,2020-01-17,63.71,63.81,0.10000000000000142,5.000000000000071,True,8.000000000000142,pre_holiday_only
2020-02-14,1,2020-02-14,2020-02-14,64.73,64.78,0.04999999999999716,2.499999999999858,True,2.999999999999716,pre_holiday_only
2020-04-09,1,2020-04-09,2020-04-09,57.769999999999996,58.120000000000005,0.3500000000000085,17.500000000000426,True,33.00000000000085,pre_holiday_only
2020-05-22,1,2020-05-22,2020-05-22,57.3,57.46,0.1600000000000037,8.000000000000185,True,14.00000000000037,pre_holiday_only
