date,side,entry_time,exit_time,entry,exit,pts,r_mult,pre_holiday,pnl,reason
2016-11-23,1,2016-11-23,2016-11-23,78.85000000000001,78.85,-1.4210854715202004e-14,-7.105427357601002e-13,True,-2.000000000001421,pre_holiday_only
2016-12-23,1,2016-12-23,2016-12-23,87.01,87.03999999999999,0.029999999999986926,1.4999999999993463,True,0.9999999999986926,pre_holiday_only
2016-12-30,1,2016-12-30,2016-12-30,86.11,86.28,0.1700000000000017,8.500000000000085,True,15.00000000000017,pre_holiday_only
2017-01-13,1,2017-01-13,2017-01-13,87.12,86.69,-0.4300000000000068,-21.50000000000034,True,-45.00000000000068,pre_holiday_only
2017-02-17,1,2017-02-17,2017-02-17,89.83,90.22,0.39000000000000057,19.50000000000003,True,37.00000000000006,pre_holiday_only
2017-04-13,1,2017-04-13,2017-04-13,85.51,84.39,-1.1200000000000045,-56.00000000000023,True,-114.00000000000045,pre_holiday_only
2017-05-26,1,2017-05-26,2017-05-26,85.12,85.35,0.22999999999998977,11.499999999999488,True,20.999999999998977,pre_holiday_only
2017-07-03,1,2017-07-03,2017-07-03,91.57000000000001,92.74,1.1699999999999875,58.499999999999375,True,114.99999999999875,pre_holiday_only
2017-09-01,1,2017-09-01,2017-09-01,91.26,91.69,0.4299999999999926,21.49999999999963,True,40.99999999999926,pre_holiday_only
2017-11-22,1,2017-11-22,2017-11-22,99.04,98.63,-0.4100000000000108,-20.50000000000054,True,-43.00000000000108,pre_holiday_only
2017-12-22,1,2017-12-22,2017-12-22,108.21000000000001,107.44,-0.7700000000000102,-38.50000000000051,True,-79.00000000000102,pre_holiday_only
2017-12-29,1,2017-12-29,2017-12-29,108.10000000000001,106.92999999999999,-1.170000000000016,-58.500000000000796,True,-119.00000000000159,pre_holiday_only
2018-01-12,1,2018-01-12,2018-01-12,111.66000000000001,112.66,0.9999999999999858,49.99999999999929,True,97.99999999999858,pre_holiday_only
2018-02-16,1,2018-02-16,2018-02-16,114.56,114.67,0.10999999999999943,5.499999999999972,True,8.999999999999943,pre_holiday_only
2018-03-29,1,2018-03-29,2018-03-29,108.51,109.96,1.4499999999999886,72.49999999999943,True,142.99999999999886,pre_holiday_only
2018-05-25,1,2018-05-25,2018-05-25,110.47,110.64999999999999,0.1799999999999926,8.99999999999963,True,15.999999999999261,pre_holiday_only
2018-07-03,1,2018-07-03,2018-07-03,105.42,103.6,-1.8200000000000074,-91.00000000000037,True,-184.00000000000074,pre_holiday_only
2018-08-31,1,2018-08-31,2018-08-31,114.84,114.57,-0.27000000000001023,-13.500000000000512,True,-29.000000000001023,pre_holiday_only
2018-11-21,1,2018-11-21,2018-11-21,109.04,107.63,-1.4100000000000108,-70.50000000000054,True,-143.00000000000108,pre_holiday_only
2018-12-04,1,2018-12-04,2018-12-04,111.61,107.22,-4.390000000000001,-219.50000000000003,True,-441.00000000000006,pre_holiday_only
2018-12-24,1,2018-12-24,2018-12-24,93.0,92.13,-0.8700000000000045,-43.50000000000023,True,-89.00000000000045,pre_holiday_only
2018-12-31,1,2018-12-31,2018-12-31,97.60000000000001,97.61,0.009999999999990905,0.49999999999954525,True,-1.0000000000009095,pre_holiday_only
2019-01-18,1,2019-01-18,2019-01-18,103.78,104.58,0.7999999999999972,39.99999999999986,True,77.99999999999972,pre_holiday_only
2019-02-15,1,2019-02-15,2019-02-15,103.89,105.53999999999999,1.6499999999999915,82.49999999999957,True,162.99999999999915,pre_holiday_only
2019-04-18,1,2019-04-18,2019-04-18,114.80000000000001,113.44999999999999,-1.3500000000000227,-67.50000000000114,True,-137.00000000000227,pre_holiday_only
2019-05-24,1,2019-05-24,2019-05-24,109.53,109.69999999999999,0.1699999999999875,8.499999999999375,True,14.99999999999875,pre_holiday_only
2019-07-03,1,2019-07-03,2019-07-03,113.35000000000001,112.80999999999999,-0.5400000000000205,-27.000000000001023,True,-56.000000000002046,pre_holiday_only
2019-08-30,1,2019-08-30,2019-08-30,109.85000000000001,109.85,-1.4210854715202004e-14,-7.105427357601002e-13,True,-2.000000000001421,pre_holiday_only
2019-11-27,1,2019-11-27,2019-11-27,132.29999999999998,132.05,-0.24999999999997158,-12.499999999998579,True,-26.999999999997158,pre_holiday_only
2019-12-24,1,2019-12-24,2019-12-24,137.34,137.57000000000002,0.2300000000000182,11.50000000000091,True,21.00000000000182,pre_holiday_only
2019-12-31,1,2019-12-31,2019-12-31,138.51999999999998,139.39000000000001,0.870000000000033,43.50000000000165,True,85.0000000000033,pre_holiday_only
2020-01-17,1,2020-01-17,2020-01-17,137.54999999999998,138.19,0.6400000000000148,32.00000000000074,True,62.00000000000148,pre_holiday_only
2020-02-14,1,2020-02-14,2020-02-14,137.85,137.45000000000002,-0.39999999999997726,-19.999999999998863,True,-41.999999999997726,pre_holiday_only
2020-04-09,1,2020-04-09,2020-04-09,96.93,102.75,5.819999999999993,290.99999999999966,True,579.9999999999993,pre_holiday_only
2020-05-22,1,2020-05-22,2020-05-22,90.02000000000001,89.46,-0.5600000000000165,-28.000000000000824,True,-58.00000000000165,pre_holiday_only
2020-07-02,1,2020-07-02,2020-07-02,94.75,92.64999999999999,-2.1000000000000085,-105.00000000000043,True,-212.00000000000085,pre_holiday_only
2020-09-04,1,2020-09-04,2020-09-04,104.06,103.50999999999999,-0.5500000000000114,-27.50000000000057,True,-57.00000000000114,pre_holiday_only
2020-11-25,1,2020-11-25,2020-11-25,121.42,122.02,0.5999999999999943,29.999999999999716,True,57.99999999999943,pre_holiday_only
2020-12-24,1,2020-12-24,2020-12-24,125.10000000000001,124.50999999999999,-0.5900000000000176,-29.50000000000088,True,-61.00000000000176,pre_holiday_only
2020-12-31,1,2020-12-31,2020-12-31,125.22,127.05999999999999,1.8399999999999892,91.99999999999946,True,181.99999999999892,pre_holiday_only
2021-01-15,1,2021-01-15,2021-01-15,137.44,138.63,1.1899999999999977,59.499999999999886,True,116.99999999999977,pre_holiday_only
2021-02-12,1,2021-02-12,2021-02-12,139.06,141.24,2.180000000000007,109.00000000000034,True,216.00000000000068,pre_holiday_only
2021-04-01,1,2021-04-01,2021-04-01,151.91,153.70000000000002,1.7900000000000205,89.50000000000102,True,177.00000000000205,pre_holiday_only
2021-05-28,1,2021-05-28,2021-05-28,164.69,164.23000000000002,-0.45999999999997954,-22.999999999998977,True,-47.999999999997954,pre_holiday_only
