date,side,entry_time,exit_time,entry,exit,pts,r_mult,pre_holiday,pnl,reason
2016-11-23,1,2016-11-23,2016-11-23,189.94,190.58,0.6400000000000148,32.00000000000074,True,62.00000000000148,pre_holiday_only
2016-12-23,1,2016-12-23,2016-12-23,198.89999999999998,199.04000000000002,0.1400000000000432,7.00000000000216,True,12.00000000000432,pre_holiday_only
2016-12-30,1,2016-12-30,2016-12-30,198.26,197.5,-0.7599999999999909,-37.999999999999545,True,-77.99999999999909,pre_holiday_only
2017-01-13,1,2017-01-13,2017-01-13,198.91,198.69,-0.21999999999999886,-10.999999999999943,True,-23.999999999999886,pre_holiday_only
2017-02-17,1,2017-02-17,2017-02-17,205.04,205.87,0.8300000000000125,41.500000000000625,True,81.00000000000125,pre_holiday_only
2017-04-13,1,2017-04-13,2017-04-13,205.35,204.36,-0.9899999999999807,-49.499999999999034,True,-100.99999999999807,pre_holiday_only
2017-05-26,1,2017-05-26,2017-05-26,210.54999999999998,210.53,-0.01999999999998181,-0.9999999999990905,True,-3.999999999998181,pre_holiday_only
2017-07-03,1,2017-07-03,2017-07-03,213.95999999999998,214.48000000000002,0.5200000000000387,26.000000000001933,True,50.000000000003865,pre_holiday_only
2017-09-01,1,2017-09-01,2017-09-01,220.14,219.91,-0.22999999999998977,-11.499999999999488,True,-24.999999999998977,pre_holiday_only
2017-11-22,1,2017-11-22,2017-11-22,236.07,235.16,-0.9099999999999966,-45.49999999999983,True,-92.99999999999966,pre_holiday_only
2017-12-22,1,2017-12-22,2017-12-22,247.59,247.39000000000001,-0.19999999999998863,-9.999999999999432,True,-21.999999999998863,pre_holiday_only
2017-12-29,1,2017-12-29,2017-12-29,248.57999999999998,247.37,-1.2099999999999795,-60.49999999999898,True,-122.99999999999795,pre_holiday_only
2018-01-12,1,2018-01-12,2018-01-12,256.71,257.90000000000003,1.1900000000000546,59.50000000000273,True,117.00000000000546,pre_holiday_only
2018-02-16,1,2018-02-16,2018-02-16,251.44,251.95000000000002,0.5100000000000193,25.500000000000966,True,49.00000000000193,pre_holiday_only
2018-03-29,1,2018-03-29,2018-03-29,239.57999999999998,241.39000000000001,1.8100000000000307,90.50000000000153,True,179.00000000000307,pre_holiday_only
2018-05-25,1,2018-05-25,2018-05-25,247.42,247.36,-0.05999999999997385,-2.9999999999986926,True,-7.999999999997385,pre_holiday_only
2018-07-03,1,2018-07-03,2018-07-03,244.07,241.65,-2.4199999999999875,-120.99999999999937,True,-243.99999999999875,pre_holiday_only
2018-08-31,1,2018-08-31,2018-08-31,259.65,259.84000000000003,0.19000000000005457,9.500000000002728,True,17.000000000005457,pre_holiday_only
2018-11-21,1,2018-11-21,2018-11-21,245.85,244.64000000000001,-1.2099999999999795,-60.49999999999898,True,-122.99999999999795,pre_holiday_only
2018-12-04,1,2018-12-04,2018-12-04,257.65,250.72,-6.929999999999978,-346.4999999999989,True,-694.9999999999978,pre_holiday_only
2018-12-24,1,2018-12-24,2018-12-24,222.53,218.09,-4.439999999999998,-221.9999999999999,True,-445.9999999999998,pre_holiday_only
