date,side,entry_time,exit_time,entry,exit,pts,r_mult,pre_holiday,pnl,reason
2016-11-23,1,2016-11-23,2016-11-23,23.92,23.889999999999997,-0.03000000000000469,-1.5000000000002345,True,-5.000000000000469,pre_holiday_only
2016-12-23,1,2016-12-23,2016-12-23,24.445,24.474999999999998,0.029999999999997584,1.4999999999998792,True,0.9999999999997584,pre_holiday_only
2016-12-30,1,2016-12-30,2016-12-30,24.435000000000002,24.169999999999998,-0.2650000000000041,-13.250000000000206,True,-28.500000000000412,pre_holiday_only
2017-01-13,1,2017-01-13,2017-01-13,24.765,24.819999999999997,0.05499999999999616,2.749999999999808,True,3.4999999999996163,pre_holiday_only
2017-02-17,1,2017-02-17,2017-02-17,25.985000000000003,26.084999999999997,0.09999999999999432,4.999999999999716,True,7.999999999999432,pre_holiday_only
2017-04-13,1,2017-04-13,2017-04-13,26.270000000000003,26.174999999999997,-0.09500000000000597,-4.750000000000298,True,-11.500000000000597,pre_holiday_only
2017-05-26,1,2017-05-26,2017-05-26,28.19,28.18,-0.010000000000001563,-0.5000000000000782,True,-3.0000000000001563,pre_holiday_only
2017-07-03,1,2017-07-03,2017-07-03,27.485000000000003,27.16,-0.32500000000000284,-16.250000000000142,True,-34.500000000000284,pre_holiday_only
2017-09-01,1,2017-09-01,2017-09-01,29.5,29.38,-0.120000000000001,-6.00000000000005,True,-14.0000000000001,pre_holiday_only
2017-11-22,1,2017-11-22,2017-11-22,32.14,32.06,-0.0799999999999983,-3.9999999999999147,True,-9.99999999999983,pre_holiday_only
2017-12-22,1,2017-12-22,2017-12-22,32.245,32.260000000000005,0.015000000000007674,0.7500000000003837,True,-0.4999999999992326,pre_holiday_only
2017-12-29,1,2017-12-29,2017-12-29,32.175,31.965,-0.2099999999999973,-10.499999999999865,True,-22.99999999999973,pre_holiday_only
2018-01-12,1,2018-01-12,2018-01-12,33.18,33.395,0.2150000000000034,10.75000000000017,True,19.50000000000034,pre_holiday_only
2018-02-16,1,2018-02-16,2018-02-16,33.55,33.580000000000005,0.030000000000008242,1.5000000000004121,True,1.0000000000008242,pre_holiday_only
2018-03-29,1,2018-03-29,2018-03-29,32.315,32.7,0.3850000000000051,19.250000000000256,True,36.50000000000051,pre_holiday_only
2018-05-25,1,2018-05-25,2018-05-25,34.934999999999995,34.865,-0.06999999999999318,-3.499999999999659,True,-8.999999999999318,pre_holiday_only
2018-07-03,1,2018-07-03,2018-07-03,35.16,34.620000000000005,-0.539999999999992,-26.999999999999602,True,-55.999999999999204,pre_holiday_only
2018-08-31,1,2018-08-31,2018-08-31,37.745,37.79,0.045000000000001705,2.2500000000000853,True,2.5000000000001705,pre_holiday_only
2018-11-21,1,2018-11-21,2018-11-21,32.544999999999995,32.325,-0.21999999999999176,-10.999999999999588,True,-23.999999999999176,pre_holiday_only
2018-12-04,1,2018-12-04,2018-12-04,34.485,33.395,-1.0899999999999963,-54.499999999999815,True,-110.99999999999963,pre_holiday_only
2018-12-24,1,2018-12-24,2018-12-24,29.32,28.799999999999997,-0.5200000000000031,-26.000000000000156,True,-54.00000000000031,pre_holiday_only
2018-12-31,1,2018-12-31,2018-12-31,30.955000000000002,30.979999999999997,0.024999999999995026,1.2499999999997513,True,0.4999999999995026,pre_holiday_only
2019-01-18,1,2019-01-18,2019-01-18,32.515,32.665,0.14999999999999858,7.499999999999929,True,12.999999999999858,pre_holiday_only
2019-02-15,1,2019-02-15,2019-02-15,34.805,34.800000000000004,-0.0049999999999954525,-0.24999999999977263,True,-2.4999999999995453,pre_holiday_only
