date,side,entry_time,exit_time,entry,exit,pts,r_mult,pre_holiday,pnl,reason
2016-11-23,1,2016-11-23,2016-11-23,15.51,15.51,0.0,0.0,True,-2.0,pre_holiday_only
2016-12-23,1,2016-12-23,2016-12-23,14.959999999999999,14.9,-0.05999999999999872,-2.999999999999936,True,-7.999999999999872,pre_holiday_only
2016-12-30,1,2016-12-30,2016-12-30,15.379999999999999,15.1,-0.27999999999999936,-13.999999999999968,True,-29.999999999999936,pre_holiday_only
2017-01-13,1,2017-01-13,2017-01-13,15.83,15.93,0.09999999999999964,4.999999999999982,True,7.9999999999999645,pre_holiday_only
2017-02-17,1,2017-02-17,2017-02-17,17.07,17.049999999999997,-0.020000000000003126,-1.0000000000001563,True,-4.000000000000313,pre_holiday_only
2017-04-13,1,2017-04-13,2017-04-13,17.580000000000002,17.52,-0.060000000000002274,-3.0000000000001137,True,-8.000000000000227,pre_holiday_only
2017-05-26,1,2017-05-26,2017-05-26,16.39,16.389999999999997,-3.552713678800501e-15,-1.7763568394002505e-13,True,-2.0000000000003553,pre_holiday_only
2017-07-03,1,2017-07-03,2017-07-03,15.379999999999999,15.290000000000001,-0.08999999999999808,-4.499999999999904,True,-10.999999999999808,pre_holiday_only
2017-09-01,1,2017-09-01,2017-09-01,16.720000000000002,16.72,-3.552713678800501e-15,-1.7763568394002505e-13,True,-2.0000000000003553,pre_holiday_only
2017-11-22,1,2017-11-22,2017-11-22,16.16,16.16,0.0,0.0,True,-2.0,pre_holiday_only
2017-12-22,1,2017-12-22,2017-12-22,15.35,15.39,0.040000000000000924,2.000000000000046,True,2.0000000000000924,pre_holiday_only
2017-12-29,1,2017-12-29,2017-12-29,16.03,15.98,-0.05000000000000071,-2.5000000000000355,True,-7.000000000000071,pre_holiday_only
2018-01-12,1,2018-01-12,2018-01-12,16.110000000000003,16.259999999999998,0.14999999999999503,7.499999999999751,True,12.999999999999503,pre_holiday_only
2018-02-16,1,2018-02-16,2018-02-16,15.84,15.72,-0.11999999999999922,-5.999999999999961,True,-13.999999999999922,pre_holiday_only
2018-03-29,1,2018-03-29,2018-03-29,15.32,15.4,0.08000000000000007,4.0000000000000036,True,6.000000000000007,pre_holiday_only
2018-05-25,1,2018-05-25,2018-05-25,15.66,15.52,-0.14000000000000057,-7.000000000000028,True,-16.000000000000057,pre_holiday_only
2018-07-03,1,2018-07-03,2018-07-03,15.06,15.02,-0.040000000000000924,-2.000000000000046,True,-6.000000000000092,pre_holiday_only
2018-08-31,1,2018-08-31,2018-08-31,13.69,13.64,-0.049999999999998934,-2.4999999999999467,True,-6.999999999999893,pre_holiday_only
2018-11-21,1,2018-11-21,2018-11-21,13.59,13.59,0.0,0.0,True,-2.0,pre_holiday_only
2018-12-04,1,2018-12-04,2018-12-04,13.75,13.61,-0.14000000000000057,-7.000000000000028,True,-16.000000000000057,pre_holiday_only
2018-12-24,1,2018-12-24,2018-12-24,13.799999999999999,13.86,0.0600000000000005,3.000000000000025,True,4.00000000000005,pre_holiday_only
2018-12-31,1,2018-12-31,2018-12-31,14.43,14.51,0.08000000000000007,4.0000000000000036,True,6.000000000000007,pre_holiday_only
2019-01-18,1,2019-01-18,2019-01-18,14.459999999999999,14.36,-0.09999999999999964,-4.999999999999982,True,-11.999999999999964,pre_holiday_only
2019-02-15,1,2019-02-15,2019-02-15,14.709999999999999,14.81,0.10000000000000142,5.000000000000071,True,8.000000000000142,pre_holiday_only
2019-04-18,1,2019-04-18,2019-04-18,14.04,14.05,0.010000000000001563,0.5000000000000782,True,-0.9999999999998437,pre_holiday_only
2019-05-24,1,2019-05-24,2019-05-24,13.67,13.64,-0.02999999999999936,-1.499999999999968,True,-4.999999999999936,pre_holiday_only
2019-07-03,1,2019-07-03,2019-07-03,14.35,14.31,-0.03999999999999915,-1.9999999999999574,True,-5.999999999999915,pre_holiday_only
2019-08-30,1,2019-08-30,2019-08-30,17.1,17.139999999999997,0.039999999999995595,1.9999999999997797,True,1.9999999999995595,pre_holiday_only
2019-11-27,1,2019-11-27,2019-11-27,15.86,15.83,-0.02999999999999936,-1.499999999999968,True,-4.999999999999936,pre_holiday_only
2019-12-24,1,2019-12-24,2019-12-24,16.470000000000002,16.569999999999997,0.09999999999999432,4.999999999999716,True,7.999999999999432,pre_holiday_only
2019-12-31,1,2019-12-31,2019-12-31,16.78,16.669999999999998,-0.11000000000000298,-5.500000000000149,True,-13.000000000000298,pre_holiday_only
2020-01-17,1,2020-01-17,2020-01-17,16.84,16.81,-0.030000000000001137,-1.5000000000000568,True,-5.000000000000114,pre_holiday_only
2020-02-14,1,2020-02-14,2020-02-14,16.62,16.549999999999997,-0.07000000000000384,-3.500000000000192,True,-9.000000000000384,pre_holiday_only
2020-04-09,1,2020-04-09,2020-04-09,14.32,14.33,0.009999999999999787,0.49999999999998934,True,-1.0000000000000213,pre_holiday_only
2020-05-22,1,2020-05-22,2020-05-22,15.97,16.029999999999998,0.059999999999996945,2.9999999999998472,True,3.9999999999996945,pre_holiday_only
2020-07-02,1,2020-07-02,2020-07-02,16.71,16.7,-0.010000000000001563,-0.5000000000000782,True,-3.0000000000001563,pre_holiday_only
2020-09-04,1,2020-09-04,2020-09-04,24.860000000000003,25.049999999999997,0.18999999999999417,9.499999999999709,True,16.999999999999417,pre_holiday_only
2020-11-25,1,2020-11-25,2020-11-25,21.73,21.709999999999997,-0.020000000000003126,-1.0000000000001563,True,-4.000000000000313,pre_holiday_only
2020-12-24,1,2020-12-24,2020-12-24,23.73,23.95,0.21999999999999886,10.999999999999943,True,19.999999999999886,pre_holiday_only
2020-12-31,1,2020-12-31,2020-12-31,24.62,24.56,-0.060000000000002274,-3.0000000000001137,True,-8.000000000000227,pre_holiday_only
2021-01-15,1,2021-01-15,2021-01-15,23.180000000000003,22.939999999999998,-0.24000000000000554,-12.000000000000277,True,-26.000000000000554,pre_holiday_only
2021-02-12,1,2021-02-12,2021-02-12,25.14,25.299999999999997,0.1599999999999966,7.9999999999998295,True,13.999999999999659,pre_holiday_only
2021-04-01,1,2021-04-01,2021-04-01,22.880000000000003,23.139999999999997,0.25999999999999446,12.999999999999723,True,23.999999999999446,pre_holiday_only
2021-05-28,1,2021-05-28,2021-05-28,25.64,25.889999999999997,0.24999999999999645,12.499999999999822,True,22.999999999999645,pre_holiday_only
2021-07-02,1,2021-07-02,2021-07-02,24.490000000000002,24.54,0.04999999999999716,2.499999999999858,True,2.999999999999716,pre_holiday_only
2021-09-03,1,2021-09-03,2021-09-03,22.610000000000003,22.869999999999997,0.25999999999999446,12.999999999999723,True,23.999999999999446,pre_holiday_only
2021-11-24,1,2021-11-24,2021-11-24,21.740000000000002,21.779999999999998,0.039999999999995595,1.9999999999997797,True,1.9999999999995595,pre_holiday_only
2021-12-23,1,2021-12-23,2021-12-23,21.110000000000003,21.15,0.039999999999995595,1.9999999999997797,True,1.9999999999995595,pre_holiday_only
2022-01-14,1,2022-01-14,2022-01-14,21.25,21.189999999999998,-0.060000000000002274,-3.0000000000001137,True,-8.000000000000227,pre_holiday_only
2022-02-18,1,2022-02-18,2022-02-18,22.16,22.11,-0.05000000000000071,-2.5000000000000355,True,-7.000000000000071,pre_holiday_only
2022-04-14,1,2022-04-14,2022-04-14,23.610000000000003,23.63,0.01999999999999602,0.999999999999801,True,-3.979039320256561e-13,pre_holiday_only
2022-05-27,1,2022-05-27,2022-05-27,20.630000000000003,20.349999999999998,-0.2800000000000047,-14.000000000000234,True,-30.00000000000047,pre_holiday_only
2022-06-17,1,2022-06-17,2022-06-17,20.110000000000003,19.97,-0.14000000000000412,-7.000000000000206,True,-16.000000000000412,pre_holiday_only
2022-07-01,1,2022-07-01,2022-07-01,18.110000000000003,18.299999999999997,0.18999999999999417,9.499999999999709,True,16.999999999999417,pre_holiday_only
2022-09-02,1,2022-09-02,2022-09-02,16.64,16.56,-0.08000000000000185,-4.000000000000092,True,-10.000000000000185,pre_holiday_only
2022-11-23,1,2022-11-23,2022-11-23,19.540000000000003,19.799999999999997,0.25999999999999446,12.999999999999723,True,23.999999999999446,pre_holiday_only
2022-12-23,1,2022-12-23,2022-12-23,21.790000000000003,21.84,0.04999999999999716,2.499999999999858,True,2.999999999999716,pre_holiday_only
2022-12-30,1,2022-12-30,2022-12-30,21.930000000000003,22.009999999999998,0.07999999999999474,3.999999999999737,True,5.999999999999474,pre_holiday_only
2023-01-13,1,2023-01-13,2023-01-13,21.89,22.319999999999997,0.42999999999999616,21.499999999999808,True,40.999999999999616,pre_holiday_only
2023-02-17,1,2023-02-17,2023-02-17,19.6,20.0,0.3999999999999986,19.99999999999993,True,37.99999999999986,pre_holiday_only
2023-04-06,1,2023-04-06,2023-04-06,22.8,22.88,0.0799999999999983,3.9999999999999147,True,5.9999999999998295,pre_holiday_only
2023-05-26,1,2023-05-26,2023-05-26,21.270000000000003,21.369999999999997,0.09999999999999432,4.999999999999716,True,7.999999999999432,pre_holiday_only
2023-06-16,1,2023-06-16,2023-06-16,22.09,22.169999999999998,0.0799999999999983,3.9999999999999147,True,5.9999999999998295,pre_holiday_only
2023-07-03,1,2023-07-03,2023-07-03,21.060000000000002,21.0,-0.060000000000002274,-3.0000000000001137,True,-8.000000000000227,pre_holiday_only
2023-09-01,1,2023-09-01,2023-09-01,22.62,22.16,-0.46000000000000085,-23.000000000000043,True,-48.000000000000085,pre_holiday_only
2023-11-22,1,2023-11-22,2023-11-22,21.71,21.66,-0.05000000000000071,-2.5000000000000355,True,-7.000000000000071,pre_holiday_only
2023-12-22,1,2023-12-22,2023-12-22,22.42,22.11,-0.3100000000000023,-15.500000000000114,True,-33.00000000000023,pre_holiday_only
2023-12-29,1,2023-12-29,2023-12-29,21.630000000000003,21.77,0.13999999999999702,6.999999999999851,True,11.999999999999702,pre_holiday_only
2024-01-12,1,2024-01-12,2024-01-12,21.400000000000002,21.18,-0.22000000000000242,-11.00000000000012,True,-24.00000000000024,pre_holiday_only
2024-02-16,1,2024-02-16,2024-02-16,21.080000000000002,21.38,0.29999999999999716,14.999999999999858,True,27.999999999999716,pre_holiday_only
2024-03-28,1,2024-03-28,2024-03-28,22.490000000000002,22.74,0.24999999999999645,12.499999999999822,True,22.999999999999645,pre_holiday_only
2024-05-24,1,2024-05-24,2024-05-24,27.94,27.729999999999997,-0.2100000000000044,-10.50000000000022,True,-23.00000000000044,pre_holiday_only
2024-06-18,1,2024-06-18,2024-06-18,26.66,26.95,0.28999999999999915,14.499999999999957,True,26.999999999999915,pre_holiday_only
2024-07-03,1,2024-07-03,2024-07-03,27.720000000000002,27.83,0.10999999999999588,5.499999999999794,True,8.999999999999588,pre_holiday_only
2024-08-30,1,2024-08-30,2024-08-30,26.69,26.34,-0.3500000000000014,-17.50000000000007,True,-37.00000000000014,pre_holiday_only
2024-11-27,1,2024-11-27,2024-11-27,27.76,27.439999999999998,-0.32000000000000384,-16.000000000000192,True,-34.000000000000384,pre_holiday_only
2024-12-24,1,2024-12-24,2024-12-24,27.01,27.009999999999998,-3.552713678800501e-15,-1.7763568394002505e-13,True,-2.0000000000003553,pre_holiday_only
2024-12-31,1,2024-12-31,2024-12-31,26.240000000000002,26.319999999999997,0.07999999999999474,3.999999999999737,True,5.999999999999474,pre_holiday_only
2025-01-08,1,2025-01-08,2025-01-08,27.62,27.389999999999997,-0.23000000000000398,-11.500000000000199,True,-25.000000000000398,pre_holiday_only
2025-01-17,1,2025-01-17,2025-01-17,27.51,27.599999999999998,0.0899999999999963,4.499999999999815,True,6.9999999999996305,pre_holiday_only
2025-02-14,1,2025-02-14,2025-02-14,30.25,29.299999999999997,-0.9500000000000028,-47.50000000000014,True,-97.00000000000028,pre_holiday_only
2025-04-17,1,2025-04-17,2025-04-17,29.55,29.54,-0.010000000000001563,-0.5000000000000782,True,-3.0000000000001563,pre_holiday_only
2025-05-23,1,2025-05-23,2025-05-23,30.200000000000003,30.439999999999998,0.23999999999999488,11.999999999999744,True,21.99999999999949,pre_holiday_only
2025-06-18,1,2025-06-18,2025-06-18,33.739999999999995,33.260000000000005,-0.47999999999998977,-23.99999999999949,True,-49.99999999999898,pre_holiday_only
2025-07-03,1,2025-07-03,2025-07-03,33.419999999999995,33.5,0.0800000000000054,4.00000000000027,True,6.00000000000054,pre_holiday_only
2025-08-29,1,2025-08-29,2025-08-29,35.36,36.18,0.8200000000000003,41.000000000000014,True,80.00000000000003,pre_holiday_only
2025-11-26,1,2025-11-26,2025-11-26,47.32,48.39,1.0700000000000003,53.500000000000014,True,105.00000000000003,pre_holiday_only
2025-12-24,1,2025-12-24,2025-12-24,65.09,65.21,0.11999999999999034,5.999999999999517,True,9.999999999999034,pre_holiday_only
2025-12-31,1,2025-12-31,2025-12-31,65.56,64.41,-1.1500000000000057,-57.500000000000284,True,-117.00000000000057,pre_holiday_only
2026-01-16,1,2026-01-16,2026-01-16,80.31,81.00999999999999,0.6999999999999886,34.99999999999943,True,67.99999999999886,pre_holiday_only
2026-02-13,1,2026-02-13,2026-02-13,71.22,69.71,-1.5100000000000051,-75.50000000000026,True,-153.0000000000005,pre_holiday_only
2026-04-02,1,2026-04-02,2026-04-02,63.559999999999995,65.78,2.220000000000006,111.0000000000003,True,220.0000000000006,pre_holiday_only
2026-05-22,1,2026-05-22,2026-05-22,68.87,68.35,-0.5200000000000102,-26.00000000000051,True,-54.00000000000102,pre_holiday_only
2026-06-18,1,2026-06-18,2026-06-18,60.75,59.5,-1.25,-62.5,True,-127.0,pre_holiday_only
2026-07-02,1,2026-07-02,2026-07-02,55.12,55.010000000000005,-0.10999999999999233,-5.499999999999616,True,-12.999999999999233,pre_holiday_only
2026-09-04,1,2026-09-04,2026-09-04,59.16,59.81,0.6500000000000057,32.500000000000284,True,63.00000000000057,pre_holiday_only
