date,side,entry_time,exit_time,entry,exit,pts,risk_pts,r_mult,pnl,reason,entry_dev
2023-09-08,1,2023-09-08 14:20:00-04:00,2023-09-08 14:35:00-04:00,372.38,372.0482844235536,-0.33171557644641325,0.32171557644642235,-1.0310833566420625,-35.171557644641325,stop,-2.448379198138739
2023-09-11,-1,2023-09-11 13:25:00-04:00,2023-09-11 13:30:00-04:00,375.8,376.23270690583684,-0.4327069058368238,0.4227069058368329,-1.0236570537691925,-45.27069058368238,stop,2.053574625477223
2023-09-13,1,2023-09-13 10:10:00-04:00,2023-09-13 10:10:00-04:00,372.59999999999997,372.3909863049391,-0.2090136950608894,0.1990136950608985,-1.0502477982579586,-22.90136950608894,stop,-2.4685193609554394
2023-09-18,-1,2023-09-18 11:45:00-04:00,2023-09-18 11:55:00-04:00,371.3,371.5747708800066,-0.2747708800065993,0.2647708800066084,-1.037768503846576,-29.477088000659933,stop,2.164170965290692
2023-09-19,-1,2023-09-19 13:55:00-04:00,2023-09-19 14:35:00-04:00,369.88,370.58705518022566,-0.7070551802256659,0.697055180225675,-1.0143460665434743,-72.7055180225666,stop,2.03816774378712
2023-09-20,1,2023-09-20 11:25:00-04:00,2023-09-20 11:55:00-04:00,368.93,369.8138596558508,0.8838596558508129,0.46911263619824695,1.8841096735609866,86.3859655850813,target,-2.009321756182131
2023-09-21,1,2023-09-21 15:10:00-04:00,2023-09-21 15:10:00-04:00,359.06,358.65469637560693,-0.40530362439307055,0.39530362439307964,-1.02529701065945,-42.530362439307055,stop,-2.031308381369271
2023-09-25,-1,2023-09-25 11:20:00-04:00,2023-09-25 12:15:00-04:00,359.09000000000003,359.39801283369934,-0.30801283369930843,0.2980128336993175,-1.0335556018707586,-32.80128336993084,stop,2.1113548142960123
2023-09-26,1,2023-09-26 13:50:00-04:00,2023-09-26 15:15:00-04:00,354.19,353.5785737059825,-0.6114262940175195,0.6014262940175286,-1.0166271413462669,-63.14262940175195,stop,-2.0336542085814266
2023-09-27,1,2023-09-27 11:00:00-04:00,2023-09-27 11:20:00-04:00,353.84999999999997,354.97069313001714,1.1206931300171732,0.4235854648372879,2.645730845480417,110.06931300171732,target,-2.2568547074293392
2023-09-28,-1,2023-09-28 10:05:00-04:00,2023-09-28 10:15:00-04:00,355.96000000000004,354.6973096693687,1.262690330631358,0.304609757185176,4.145272109139147,124.2690330631358,target,2.173599748094013
2023-09-29,-1,2023-09-29 10:05:00-04:00,2023-09-29 10:10:00-04:00,362.71000000000004,361.9376308456448,0.7723691543552604,0.35983964265636814,2.1464259708951543,75.23691543552604,target,2.00360396346895
2023-10-02,-1,2023-10-02 11:20:00-04:00,2023-10-02 11:20:00-04:00,361.65000000000003,361.981866198642,-0.33186619864198974,0.32186619864199884,-1.0310688107113526,-35.186619864198974,stop,2.2962225103767193
2023-10-04,-1,2023-10-04 11:40:00-04:00,2023-10-04 11:45:00-04:00,358.22,358.6679634055126,-0.447963405512553,0.4379634055125621,-1.0228329579004154,-46.7963405512553,stop,2.0313432600066563
2023-10-11,1,2023-10-11 12:20:00-04:00,2023-10-11 13:35:00-04:00,368.98,368.41627600162,-0.5637239983799986,0.5537239983800077,-1.018059538739963,-58.372399837999865,stop,-2.0269953972519397
2023-10-13,1,2023-10-13 10:55:00-04:00,2023-10-13 11:05:00-04:00,367.37,366.61995716448985,-0.7500428355101576,0.7400428355101667,-1.0135127313179069,-77.00428355101576,stop,-2.0326035227577335
2023-10-19,1,2023-10-19 11:20:00-04:00,2023-10-19 11:35:00-04:00,362.32,363.492838991197,1.1728389911970112,0.5200168532849148,2.2553865010109937,115.28389911970112,target,-2.211830511572226
2023-10-24,-1,2023-10-24 10:30:00-04:00,2023-10-24 10:30:00-04:00,359.18,359.2101091452072,-0.030109145207177335,0.02010914520718643,-1.4972861798430495,-5.0109145207177335,stop,2.2609411681899547
2023-10-27,-1,2023-10-27 10:15:00-04:00,2023-10-27 10:15:00-04:00,347.36,347.4738144574573,-0.1138144574572948,0.10381445745730389,-1.096325697257568,-13.38144574572948,stop,2.2174788244721713
2023-10-31,-1,2023-10-31 13:45:00-04:00,2023-10-31 15:00:00-04:00,350.31,350.9747027752729,-0.6647027752728718,0.6547027752728809,-1.0152741066292608,-68.47027752728718,stop,2.077574709254975
2023-11-01,-1,2023-11-01 10:30:00-04:00,2023-11-01 11:15:00-04:00,354.38,353.5787936615269,0.8012063384730936,0.729128690059099,1.0988544949563739,78.12063384730936,target,2.033855023743125
2023-11-06,1,2023-11-06 12:55:00-05:00,2023-11-06 13:10:00-05:00,368.23,367.84419167210365,-0.38580832789637043,0.3758083278963795,-1.0266093092081456,-40.58083278963704,stop,-2.0800969458772425
2023-11-15,1,2023-11-15 11:55:00-05:00,2023-11-15 12:10:00-05:00,385.78999999999996,385.6485158988917,-0.1414841011082899,0.131484101108299,-1.0760548227177233,-16.14841011082899,stop,-2.226785118306633
2023-11-30,1,2023-11-30 10:45:00-05:00,2023-11-30 11:45:00-05:00,387.13,386.2975813905082,-0.8324186094918105,0.8224186094918196,-1.0121592579309093,-85.24186094918105,stop,-2.0276590156324428
2023-12-04,1,2023-12-04 10:20:00-05:00,2023-12-04 10:20:00-05:00,384.7,384.61270081571234,-0.0872991842876445,0.07729918428765359,-1.1293674712371853,-10.72991842876445,stop,-2.211717084545246
2023-12-06,1,2023-12-06 10:30:00-05:00,2023-12-06 10:45:00-05:00,387.02,387.95434364885887,0.934343648858885,0.7658848549806976,1.2199531597767828,91.4343648858885,target,-2.005313339220053
2023-12-13,1,2023-12-13 12:05:00-05:00,2023-12-13 13:00:00-05:00,399.34,399.0758582196954,-0.2641417803045556,0.2541417803045647,-1.0393481150089012,-28.41417803045556,stop,-2.077666652617983
2023-12-14,1,2023-12-14 13:05:00-05:00,2023-12-14 13:15:00-05:00,402.39,401.9333828372756,-0.4566171627243989,0.446617162724408,-1.0223905412389214,-47.66171627243989,stop,-2.3923319996455725
2023-12-20,1,2023-12-20 14:40:00-05:00,2023-12-20 14:40:00-05:00,407.86,407.7758676397045,-0.08413236029554128,0.07413236029555037,-1.1348938568814344,-10.413236029554128,stop,-2.394925100364534
2023-12-21,1,2023-12-21 10:05:00-05:00,2023-12-21 10:05:00-05:00,406.19,406.0532895439493,-0.1367104560507073,0.1267104560507164,-1.0789200853005245,-15.67104560507073,stop,-2.0990083952991307
2023-12-22,1,2023-12-22 11:05:00-05:00,2023-12-22 11:05:00-05:00,408.7,408.4248759573246,-0.2751240426753725,0.2651240426753816,-1.0377181937144604,-29.51240426753725,stop,-2.293620034294822
2023-12-27,1,2023-12-27 10:15:00-05:00,2023-12-27 10:15:00-05:00,410.24,410.1624127501063,-0.07758724989372467,0.06758724989373377,-1.1479569003874803,-9.758724989372467,stop,-2.0414734346536942
2023-12-28,1,2023-12-28 15:15:00-05:00,2023-12-28 15:15:00-05:00,411.42,411.3227714757119,-0.09722852428814122,0.08722852428815031,-1.1146413983453045,-11.722852428814122,stop,-2.464786987629462
2023-12-29,1,2023-12-29 10:35:00-05:00,2023-12-29 10:35:00-05:00,410.84999999999997,410.80872613736784,-0.04127386263212429,0.03127386263213339,-1.3197558330935453,-6.127386263212429,stop,-2.297960180536197
2024-01-02,1,2024-01-02 15:00:00-05:00,2024-01-02 15:55:00-05:00,401.03999999999996,402.3163908772026,1.2763908772026298,0.888626140902204,1.4363643139135387,125.63908772026298,target,-2.0217943294331384
2024-01-18,1,2024-01-18 10:10:00-05:00,2024-01-18 10:10:00-05:00,410.46999999999997,411.03078156145904,0.5607815614590663,0.17669986234511725,3.173638926575895,54.07815614590663,target,-2.3783916358401274
2024-01-22,1,2024-01-22 10:35:00-05:00,2024-01-22 10:45:00-05:00,422.02,421.4030131294815,-0.616986870518474,0.6069868705184831,-1.016474820932204,-63.6986870518474,stop,-2.0594272568385326
2024-01-25,1,2024-01-25 10:05:00-05:00,2024-01-25 10:05:00-05:00,427.09,427.47518884577323,0.38518884577325707,0.36483745410657775,1.0557820789439403,36.51888457732571,target,-2.0411851794507005
2024-01-30,1,2024-01-30 10:55:00-05:00,2024-01-30 11:25:00-05:00,426.15,426.80684734514017,0.6568473451401928,0.1984319317245422,3.3101897433121317,63.68473451401928,target,-2.1056469366001815
2024-01-31,1,2024-01-31 10:30:00-05:00,2024-01-31 10:30:00-05:00,419.05,418.72120383444604,-0.3287961655539675,0.3187961655539766,-1.0313680058937151,-34.87961655539675,stop,-2.071056354438175
2024-02-05,1,2024-02-05 10:20:00-05:00,2024-02-05 10:35:00-05:00,426.45,426.0957389786602,-0.35426102133976656,0.34426102133977565,-1.0290477265217928,-37.426102133976656,stop,-2.167944644635773
2024-02-12,1,2024-02-12 10:20:00-05:00,2024-02-12 10:25:00-05:00,436.78,436.94896485003153,0.16896485003155703,0.13826092873074458,1.2220722917362041,14.896485003155703,target,-2.062979578213583
2024-02-15,1,2024-02-15 11:10:00-05:00,2024-02-15 11:25:00-05:00,431.48,432.5057694844416,1.0257694844415823,0.3142336992583523,3.2643522539516976,100.57694844415823,target,-2.109226130495143
2024-02-22,-1,2024-02-22 10:35:00-05:00,2024-02-22 10:45:00-05:00,436.24,435.1372028948673,1.1027971051327086,0.44988638013131776,2.4512791536627807,108.27971051327086,target,2.007485813367218
2024-02-23,1,2024-02-23 11:05:00-05:00,2024-02-23 11:10:00-05:00,436.21999999999997,435.78969296747675,-0.430307032523217,0.4203070325232261,-1.0237921310522882,-45.0307032523217,stop,-2.171929245218311
2024-02-27,1,2024-02-27 12:40:00-05:00,2024-02-27 12:50:00-05:00,436.02,435.78899917921933,-0.23100082078065043,0.22100082078065952,-1.0452487007272964,-25.100082078065043,stop,-2.02602170211514
2024-03-05,1,2024-03-05 10:15:00-05:00,2024-03-05 10:15:00-05:00,437.71,437.2700013044144,-0.4399986955855866,0.42999869558559567,-1.0232558845007014,-45.99986955855866,stop,-2.072810733061983
2024-03-06,1,2024-03-06 10:05:00-05:00,2024-03-06 10:05:00-05:00,437.64,437.58333301319885,-0.056666986801133135,0.04666698680114223,-1.2142842442903587,-7.6666986801133135,stop,-2.328606130705776
