datetime,open,high,low,close,volume
2016-09-27 00:00:00+0000,33.335,33.535,33.07,33.445,30462424.0
2016-09-28 00:00:00+0000,33.64,34.94,33.355,34.89,76581910.0
2016-09-29 00:00:00+0000,34.865,35.225,34.515,34.83,49662236.0
2016-09-30 00:00:00+0000,35.075,35.49,34.85,35.305,25175922.0
2016-10-03 00:00:00+0000,35.365,35.42,34.985,35.28,22169644.0
2016-10-04 00:00:00+0000,35.31,35.395,34.775,34.92,22352754.0
2016-10-05 00:00:00+0000,35.275,35.62,35.24,35.455,24001074.0
2016-10-06 00:00:00+0000,35.56,35.675,35.19,35.51,20053134.0
2016-10-07 00:00:00+0000,35.515,35.665,35.2,35.305,20231354.0
2016-10-10 00:00:00+0000,35.655,35.99,35.62,35.86,19068548.0
2016-10-11 00:00:00+0000,35.725,35.795,35.255,35.45,25015706.0
2016-10-12 00:00:00+0000,35.3,35.425,35.0,35.3,18802028.0
2016-10-13 00:00:00+0000,35.08,35.285,34.645,35.105,24562948.0
2016-10-14 00:00:00+0000,35.285,35.4,34.875,34.9,20026130.0
2016-10-17 00:00:00+0000,34.895,35.02,34.535,34.73,13688424.0
2016-10-18 00:00:00+0000,35.075,35.15,34.715,34.87,12249936.0
2016-10-19 00:00:00+0000,35.14,35.635,35.105,35.365,25438914.0
2016-10-20 00:00:00+0000,35.155,35.475,34.96,35.325,21688896.0
2016-10-21 00:00:00+0000,35.095,35.155,34.89,35.095,19753472.0
2016-10-24 00:00:00+0000,35.095,35.215,34.605,34.99,18609846.0
2016-10-25 00:00:00+0000,34.98,35.355,34.77,34.83,22367752.0
2016-10-26 00:00:00+0000,34.53,35.06,34.46,34.91,29331918.0
2016-10-27 00:00:00+0000,35.055,35.11,34.765,34.78,22310312.0
2016-10-28 00:00:00+0000,34.72,35.215,34.465,34.685,33790548.0
2016-10-31 00:00:00+0000,34.56,34.745,34.25,34.31,23010422.0
2016-11-01 00:00:00+0000,34.565,34.685,33.935,34.315,30365542.0
2016-11-02 00:00:00+0000,34.0,34.11,33.5,33.935,39646940.0
2016-11-03 00:00:00+0000,33.935,34.13,33.75,34.07,22274206.0
2016-11-04 00:00:00+0000,33.9,34.23,33.68,33.885,33337452.0
2016-11-07 00:00:00+0000,34.29,34.625,34.27,34.615,23941482.0
2016-11-08 00:00:00+0000,34.445,34.855,34.395,34.66,20574332.0
2016-11-09 00:00:00+0000,34.78,35.485,34.375,35.225,47649848.0
2016-11-10 00:00:00+0000,35.18,35.64,35.08,35.375,37883606.0
2016-11-11 00:00:00+0000,35.165,35.235,34.445,34.73,30930118.0
2016-11-14 00:00:00+0000,34.605,34.96,34.415,34.925,22634992.0
2016-11-15 00:00:00+0000,35.205,35.92,35.2,35.91,34642850.0
2016-11-16 00:00:00+0000,35.83,36.07,35.55,35.66,30971680.0
2016-11-17 00:00:00+0000,35.96,36.195,35.33,35.42,18631472.0
2016-11-18 00:00:00+0000,35.545,35.765,35.365,35.565,19820120.0
