date,side,entry_time,exit_time,entry,exit,pts,r_mult,tom,pnl,reason
2016-09-28,1,2016-09-27,2016-09-28,182.01,182.35000000000002,0.34000000000003183,17.00000000000159,True,32.00000000000318,tom_only
2016-09-29,1,2016-09-28,2016-09-29,183.10999999999999,182.81,-0.29999999999998295,-14.999999999999147,True,-31.999999999998295,tom_only
2016-10-03,1,2016-09-30,2016-10-03,182.79,182.3,-0.4899999999999807,-24.499999999999034,True,-50.99999999999807,tom_only
2016-10-04,1,2016-10-03,2016-10-04,182.32999999999998,182.61,0.28000000000002956,14.000000000001478,True,26.000000000002956,tom_only
2016-10-05,1,2016-10-04,2016-10-05,181.48999999999998,182.15,0.660000000000025,33.00000000000125,True,64.0000000000025,tom_only
2016-11-01,1,2016-10-31,2016-11-01,181.17999999999998,181.48000000000002,0.3000000000000398,15.00000000000199,True,28.00000000000398,tom_only
2016-11-02,1,2016-11-01,2016-11-02,180.13,179.65,-0.47999999999998977,-23.99999999999949,True,-49.99999999999898,tom_only
2016-11-03,1,2016-11-02,2016-11-03,179.35999999999999,179.69,0.3300000000000125,16.500000000000625,True,31.00000000000125,tom_only
2016-12-01,1,2016-11-30,2016-12-01,191.41,191.83,0.4200000000000159,21.000000000000796,True,40.00000000000159,tom_only
2016-12-02,1,2016-12-01,2016-12-02,191.91,191.92000000000002,0.010000000000019327,0.5000000000009663,True,-0.9999999999980673,tom_only
2016-12-05,1,2016-12-02,2016-12-05,191.75,192.54000000000002,0.7900000000000205,39.50000000000102,True,77.00000000000205,tom_only
2017-01-03,1,2016-12-30,2017-01-03,197.51999999999998,198.9,1.3800000000000239,69.0000000000012,True,136.0000000000024,tom_only
2017-01-04,1,2017-01-03,2017-01-04,198.42999999999998,198.75,0.3200000000000216,16.00000000000108,True,30.00000000000216,tom_only
2017-01-05,1,2017-01-04,2017-01-05,199.16,198.94,-0.21999999999999886,-10.999999999999943,True,-23.999999999999886,tom_only
2017-02-01,1,2017-01-31,2017-02-01,198.37,199.12,0.75,37.5,True,73.0,tom_only
2017-02-02,1,2017-02-01,2017-02-02,198.64,198.16,-0.47999999999998977,-23.99999999999949,True,-49.99999999999898,tom_only
2017-02-03,1,2017-02-02,2017-02-03,198.62,199.57000000000002,0.950000000000017,47.50000000000085,True,93.0000000000017,tom_only
2017-03-01,1,2017-02-28,2017-03-01,207.98999999999998,209.84,1.8500000000000227,92.50000000000114,True,183.00000000000227,tom_only
2017-03-02,1,2017-03-01,2017-03-02,211.03,211.18,0.15000000000000568,7.500000000000284,True,13.000000000000568,tom_only
2017-03-03,1,2017-03-02,2017-03-03,209.89999999999998,210.05,0.1500000000000341,7.500000000001705,True,13.00000000000341,tom_only
