date,side,entry_time,exit_time,entry,exit,pts,r_mult,tom,pnl,reason
2016-09-28,1,2016-09-27,2016-09-28,66.37,66.57,0.19999999999998863,9.999999999999432,True,17.999999999998863,tom_only
2016-09-29,1,2016-09-28,2016-09-29,66.72,66.69,-0.030000000000001137,-1.5000000000000568,True,-5.000000000000114,tom_only
2016-10-03,1,2016-09-30,2016-10-03,66.60000000000001,66.33999999999999,-0.2600000000000193,-13.000000000000966,True,-28.000000000001933,tom_only
2016-10-04,1,2016-10-03,2016-10-04,66.52000000000001,66.19999999999999,-0.3200000000000216,-16.00000000000108,True,-34.00000000000216,tom_only
2016-10-05,1,2016-10-04,2016-10-05,66.61,66.88,0.269999999999996,13.499999999999801,True,24.999999999999602,tom_only
2016-11-01,1,2016-10-31,2016-11-01,69.27000000000001,69.47,0.19999999999998863,9.999999999999432,True,17.999999999998863,tom_only
2016-11-02,1,2016-11-01,2016-11-02,68.98,68.64,-0.3400000000000034,-17.00000000000017,True,-36.00000000000034,tom_only
2016-11-03,1,2016-11-02,2016-11-03,68.69000000000001,68.85,0.15999999999998238,7.999999999999119,True,13.999999999998238,tom_only
2016-12-01,1,2016-11-30,2016-12-01,80.18,80.64,0.45999999999999375,22.999999999999687,True,43.999999999999375,tom_only
2016-12-02,1,2016-12-01,2016-12-02,81.80000000000001,81.78999999999999,-0.010000000000019327,-0.5000000000009663,True,-3.0000000000019327,tom_only
2016-12-05,1,2016-12-02,2016-12-05,81.61,82.28999999999999,0.6799999999999926,33.99999999999963,True,65.99999999999926,tom_only
2017-01-03,1,2016-12-30,2017-01-03,86.30000000000001,87.33,1.029999999999987,51.499999999999346,True,100.99999999999869,tom_only
2017-01-04,1,2017-01-03,2017-01-04,87.24000000000001,86.94999999999999,-0.29000000000002046,-14.500000000001023,True,-31.000000000002046,tom_only
2017-01-05,1,2017-01-04,2017-01-05,86.92,86.8,-0.12000000000000455,-6.000000000000227,True,-14.000000000000455,tom_only
2017-02-01,1,2017-01-31,2017-02-01,84.64,85.53,0.8900000000000006,44.50000000000003,True,87.00000000000006,tom_only
2017-02-02,1,2017-02-01,2017-02-02,84.96000000000001,84.36,-0.6000000000000085,-30.000000000000426,True,-62.00000000000085,tom_only
2017-02-03,1,2017-02-02,2017-02-03,84.60000000000001,86.17999999999999,1.579999999999984,78.9999999999992,True,155.9999999999984,tom_only
2017-03-01,1,2017-02-28,2017-03-01,90.63000000000001,92.78,2.1499999999999915,107.49999999999957,True,212.99999999999915,tom_only
2017-03-02,1,2017-03-01,2017-03-02,93.61,93.86,0.25,12.5,True,23.0,tom_only
2017-03-03,1,2017-03-02,2017-03-03,92.15,92.22,0.06999999999999318,3.499999999999659,True,4.999999999999318,tom_only
2017-04-03,1,2017-03-31,2017-04-03,87.85000000000001,87.97999999999999,0.12999999999998124,6.499999999999062,True,10.999999999998124,tom_only
2017-04-04,1,2017-04-03,2017-04-04,87.53,86.88,-0.6500000000000057,-32.500000000000284,True,-67.00000000000057,tom_only
2017-04-05,1,2017-04-04,2017-04-05,87.32000000000001,88.41,1.0899999999999892,54.49999999999946,True,106.99999999999892,tom_only
2017-05-01,1,2017-04-28,2017-05-01,87.01,87.35,0.3399999999999892,16.99999999999946,True,31.99999999999892,tom_only
2017-05-02,1,2017-05-01,2017-05-02,87.07000000000001,86.69999999999999,-0.37000000000001876,-18.500000000000938,True,-39.000000000001876,tom_only
2017-05-03,1,2017-05-02,2017-05-03,86.51,86.08999999999999,-0.4200000000000159,-21.000000000000796,True,-44.00000000000159,tom_only
2017-06-01,1,2017-05-31,2017-06-01,82.16000000000001,82.44999999999999,0.28999999999997783,14.499999999998892,True,26.999999999997783,tom_only
2017-06-02,1,2017-06-01,2017-06-02,83.07000000000001,82.28,-0.7900000000000063,-39.50000000000031,True,-81.00000000000063,tom_only
2017-06-05,1,2017-06-02,2017-06-05,82.65,82.63,-0.020000000000010232,-1.0000000000005116,True,-4.000000000001023,tom_only
2017-07-03,1,2017-06-30,2017-07-03,91.41000000000001,91.55,0.13999999999998636,6.999999999999318,True,11.999999999998636,tom_only
2017-07-05,1,2017-07-03,2017-07-05,92.76,93.11,0.3499999999999943,17.499999999999716,True,32.99999999999943,tom_only
