date,side,entry_time,exit_time,entry,exit,pts,r_mult,tom,pnl,reason
2016-09-28,1,2016-09-27,2016-09-28,126.63000000000001,126.24,-0.3900000000000148,-19.50000000000074,True,-41.00000000000148,tom_only
2016-09-29,1,2016-09-28,2016-09-29,126.23,125.83,-0.4000000000000057,-20.000000000000284,True,-42.00000000000057,tom_only
2016-10-03,1,2016-09-30,2016-10-03,125.65,125.30999999999999,-0.3400000000000176,-17.00000000000088,True,-36.00000000000176,tom_only
2016-10-04,1,2016-10-03,2016-10-04,125.33,123.16,-2.1700000000000017,-108.50000000000009,True,-219.00000000000017,tom_only
2016-10-05,1,2016-10-04,2016-10-05,120.98,121.32,0.3399999999999892,16.99999999999946,True,31.99999999999892,tom_only
2016-11-01,1,2016-10-31,2016-11-01,121.95,122.78999999999999,0.8399999999999892,41.99999999999946,True,81.99999999999892,tom_only
2016-11-02,1,2016-11-01,2016-11-02,122.74000000000001,123.75,1.009999999999991,50.499999999999545,True,98.99999999999909,tom_only
2016-11-03,1,2016-11-02,2016-11-03,123.65,123.35,-0.30000000000001137,-15.000000000000568,True,-32.00000000000114,tom_only
2016-12-01,1,2016-11-30,2016-12-01,111.76,111.1,-0.6600000000000108,-33.00000000000054,True,-68.00000000000108,tom_only
2016-12-02,1,2016-12-01,2016-12-02,111.55000000000001,111.88,0.3299999999999841,16.499999999999204,True,30.99999999999841,tom_only
2016-12-05,1,2016-12-02,2016-12-05,112.15,111.14999999999999,-1.0000000000000142,-50.00000000000071,True,-102.00000000000142,tom_only
2017-01-03,1,2016-12-30,2017-01-03,109.62,109.61,-0.010000000000005116,-0.5000000000002558,True,-3.0000000000005116,tom_only
2017-01-04,1,2017-01-03,2017-01-04,110.48,111.05,0.5699999999999932,28.49999999999966,True,54.99999999999932,tom_only
2017-01-05,1,2017-01-04,2017-01-05,110.87,112.14999999999999,1.279999999999987,63.999999999999346,True,125.99999999999869,tom_only
2017-02-01,1,2017-01-31,2017-02-01,115.56,114.64999999999999,-0.9100000000000108,-45.50000000000054,True,-93.00000000000108,tom_only
2017-02-02,1,2017-02-01,2017-02-02,115.21000000000001,116.25,1.039999999999992,51.9999999999996,True,101.9999999999992,tom_only
2017-02-03,1,2017-02-02,2017-02-03,115.85000000000001,115.72,-0.13000000000000966,-6.500000000000483,True,-15.000000000000966,tom_only
2017-03-01,1,2017-02-28,2017-03-01,119.24000000000001,117.97,-1.2700000000000102,-63.50000000000051,True,-129.00000000000102,tom_only
2017-03-02,1,2017-03-01,2017-03-02,119.07000000000001,117.75999999999999,-1.3100000000000165,-65.50000000000082,True,-133.00000000000165,tom_only
2017-03-03,1,2017-03-02,2017-03-03,117.59,116.94,-0.6500000000000057,-32.500000000000284,True,-67.00000000000057,tom_only
2017-04-03,1,2017-03-31,2017-04-03,118.73,118.67999999999999,-0.05000000000001137,-2.5000000000005684,True,-7.000000000001137,tom_only
2017-04-04,1,2017-04-03,2017-04-04,119.36,119.58,0.21999999999999886,10.999999999999943,True,19.999999999999886,tom_only
2017-04-05,1,2017-04-04,2017-04-05,119.63000000000001,118.61,-1.0200000000000102,-51.00000000000051,True,-104.00000000000102,tom_only
