date,side,entry_time,exit_time,entry,exit,pts,r_mult,tom,pnl,reason
2016-09-28,1,2016-09-27,2016-09-28,81.21000000000001,82.39,1.1799999999999926,58.99999999999963,True,115.99999999999926,tom_only
2016-09-29,1,2016-09-28,2016-09-29,85.21000000000001,86.14999999999999,0.9399999999999835,46.999999999999176,True,91.99999999999835,tom_only
2016-10-03,1,2016-09-30,2016-10-03,87.45,88.30999999999999,0.8599999999999852,42.99999999999926,True,83.99999999999852,tom_only
2016-10-04,1,2016-10-03,2016-10-04,88.81,89.42999999999999,0.6199999999999903,30.999999999999517,True,59.999999999999034,tom_only
2016-10-05,1,2016-10-04,2016-10-05,88.73,90.63,1.8999999999999915,94.99999999999957,True,187.99999999999915,tom_only
2016-11-01,1,2016-10-31,2016-11-01,84.25,85.19,0.9399999999999977,46.999999999999886,True,91.99999999999977,tom_only
2016-11-02,1,2016-11-01,2016-11-02,84.57000000000001,82.78999999999999,-1.7800000000000153,-89.00000000000077,True,-180.00000000000153,tom_only
2016-11-03,1,2016-11-02,2016-11-03,82.25,81.91,-0.3400000000000034,-17.00000000000017,True,-36.00000000000034,tom_only
2016-12-01,1,2016-11-30,2016-12-01,87.45,90.47,3.019999999999996,150.9999999999998,True,299.9999999999996,tom_only
2016-12-02,1,2016-12-01,2016-12-02,90.65,91.19,0.539999999999992,26.999999999999602,True,51.999999999999204,tom_only
2016-12-05,1,2016-12-02,2016-12-05,91.85000000000001,92.86999999999999,1.0199999999999818,50.99999999999909,True,99.99999999999818,tom_only
2017-01-03,1,2016-12-30,2017-01-03,93.77000000000001,95.83,2.059999999999988,102.9999999999994,True,203.9999999999988,tom_only
2017-01-04,1,2017-01-03,2017-01-04,91.53,91.35,-0.18000000000000682,-9.000000000000341,True,-20.000000000000682,tom_only
2017-01-05,1,2017-01-04,2017-01-05,92.65,93.50999999999999,0.8599999999999852,42.99999999999926,True,83.99999999999852,tom_only
2017-02-01,1,2017-01-31,2017-02-01,90.57000000000001,91.35,0.7799999999999869,38.999999999999346,True,75.99999999999869,tom_only
2017-02-02,1,2017-02-01,2017-02-02,91.85000000000001,92.55,0.6999999999999886,34.99999999999943,True,67.99999999999886,tom_only
2017-02-03,1,2017-02-02,2017-02-03,92.09,91.91,-0.18000000000000682,-9.000000000000341,True,-20.000000000000682,tom_only
2017-03-01,1,2017-02-28,2017-03-01,91.61,92.07,0.45999999999999375,22.999999999999687,True,43.999999999999375,tom_only
2017-03-02,1,2017-03-01,2017-03-02,91.21000000000001,89.67,-1.5400000000000063,-77.00000000000031,True,-156.00000000000063,tom_only
