date,side,entry_time,exit_time,entry,exit,pts,r_mult,tom,pnl,reason
2016-09-28,1,2016-09-27,2016-09-28,215.57999999999998,215.82000000000002,0.24000000000003752,12.000000000001876,True,22.00000000000375,tom_only
2016-09-29,1,2016-09-28,2016-09-29,216.64999999999998,216.4,-0.24999999999997158,-12.499999999998579,True,-26.999999999997158,tom_only
2016-10-03,1,2016-09-30,2016-10-03,216.31,215.81,-0.5,-25.0,True,-52.0,tom_only
2016-10-04,1,2016-10-03,2016-10-04,215.79,215.9,0.11000000000001364,5.500000000000682,True,9.000000000001364,tom_only
2016-10-05,1,2016-10-04,2016-10-05,214.69,215.4,0.710000000000008,35.5000000000004,True,69.0000000000008,tom_only
2016-11-01,1,2016-10-31,2016-11-01,212.56,212.92000000000002,0.36000000000001364,18.000000000000682,True,34.000000000001364,tom_only
2016-11-02,1,2016-11-01,2016-11-02,211.01999999999998,210.66,-0.3599999999999852,-17.99999999999926,True,-37.99999999999852,tom_only
2016-11-03,1,2016-11-02,2016-11-03,209.75,209.98000000000002,0.2300000000000182,11.50000000000091,True,21.00000000000182,tom_only
2016-12-01,1,2016-11-30,2016-12-01,220.39,220.70000000000002,0.3100000000000307,15.500000000001535,True,29.00000000000307,tom_only
2016-12-02,1,2016-12-01,2016-12-02,219.57999999999998,219.66,0.0800000000000125,4.000000000000625,True,6.0000000000012506,tom_only
2016-12-05,1,2016-12-02,2016-12-05,219.69,220.64000000000001,0.950000000000017,47.50000000000085,True,93.0000000000017,tom_only
2017-01-03,1,2016-12-30,2017-01-03,223.54,225.03,1.490000000000009,74.50000000000045,True,147.0000000000009,tom_only
2017-01-04,1,2017-01-03,2017-01-04,225.25,225.61,0.36000000000001364,18.000000000000682,True,34.000000000001364,tom_only
2017-01-05,1,2017-01-04,2017-01-05,226.59,226.26000000000002,-0.3299999999999841,-16.499999999999204,True,-34.99999999999841,tom_only
2017-02-01,1,2017-01-31,2017-02-01,227.54,228.24,0.700000000000017,35.00000000000085,True,68.0000000000017,tom_only
2017-02-02,1,2017-02-01,2017-02-02,227.63,227.19,-0.4399999999999977,-21.999999999999886,True,-45.99999999999977,tom_only
2017-02-03,1,2017-02-02,2017-02-03,227.78,228.8,1.0200000000000102,51.00000000000051,True,100.00000000000102,tom_only
2017-03-01,1,2017-02-28,2017-03-01,236.48,238.37,1.8900000000000148,94.50000000000074,True,187.00000000000148,tom_only
2017-03-02,1,2017-03-01,2017-03-02,239.79,239.55,-0.23999999999998067,-11.999999999999034,True,-25.999999999998067,tom_only
2017-03-03,1,2017-03-02,2017-03-03,238.28,238.16,-0.12000000000000455,-6.000000000000227,True,-14.000000000000455,tom_only
2017-04-03,1,2017-03-31,2017-04-03,235.75,235.79000000000002,0.040000000000020464,2.000000000001023,True,2.0000000000020464,tom_only
2017-04-04,1,2017-04-03,2017-04-04,235.34,234.99,-0.3499999999999943,-17.499999999999716,True,-36.99999999999943,tom_only
2017-04-05,1,2017-04-04,2017-04-05,235.48999999999998,236.25,0.7600000000000193,38.000000000000966,True,74.00000000000193,tom_only
2017-05-01,1,2017-04-28,2017-05-01,238.09,238.68,0.5900000000000034,29.50000000000017,True,57.00000000000034,tom_only
2017-05-02,1,2017-05-01,2017-05-02,238.69,238.83,0.14000000000001478,7.000000000000739,True,12.000000000001478,tom_only
2017-05-03,1,2017-05-02,2017-05-03,238.78,238.31,-0.46999999999999886,-23.499999999999943,True,-48.999999999999886,tom_only
2017-06-01,1,2017-05-31,2017-06-01,241.45,241.95000000000002,0.5000000000000284,25.00000000000142,True,48.00000000000284,tom_only
2017-06-02,1,2017-06-01,2017-06-02,243.37,243.4,0.030000000000001137,1.5000000000000568,True,1.0000000000001137,tom_only
2017-06-05,1,2017-06-02,2017-06-05,244.17999999999998,243.97,-0.20999999999997954,-10.499999999998977,True,-22.999999999997954,tom_only
2017-07-03,1,2017-06-30,2017-07-03,241.81,242.9,1.0900000000000034,54.50000000000017,True,107.00000000000034,tom_only
2017-07-05,1,2017-07-03,2017-07-05,242.22,242.61,0.3900000000000148,19.50000000000074,True,37.00000000000148,tom_only
